local_designation|ps1_designation|sherlock_distancempc|dec_psf|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|target|ref|diff|mjd_obs
10AYSEacu|||-11.448719185066963|0.126533|20.9457|ORPHAN|POSSIBLE||i||2020-01-02|||147.43487434108414|1094944370112655300|1094944370112655300_58850.550_101527704_708_target|1094944370112655300_58850.550_101527704_708_ref|1094944370112655300_58850.550_101527704_708_diff|58850.5501425477
10AYSEacn|||-8.421857733382472|0.143125|20.4932|ORPHAN|POSSIBLE||i||2020-01-02|||144.589563601125|1093821500082518500|1093821500082518500_58850.549_101527655_441_target|1093821500082518500_58850.549_101527655_441_ref|1093821500082518500_58850.549_101527655_441_diff|58850.5497087105
10AYSEaci|||-6.015754163807262|0.0821789|20.3868|ORPHAN|POSSIBLE||i||2020-01-02|||133.68599576602242|1085444640060056500|1085444640060056500_58850.543_101527007_837_target|1085444640060056500_58850.543_101527007_837_ref|1085444640060056500_58850.543_101527007_837_diff|58850.5430407687
10AYSEacs|||-5.4645885883233944|0.106146|20.063|ORPHAN|POSSIBLE||i||2020-01-02|||136.6519546145905|1090636460052752600|1090636460052752600_58850.543_101527076_321_target|1090636460052752600_58850.543_101527076_321_ref|1090636460052752600_58850.543_101527076_321_diff|58850.543946235
10AYSEacv|||-5.3401164855492|0.128903|20.6001|ORPHAN|POSSIBLE||i||2020-01-02|||136.43633701730099|1090544720052024500|1090544720052024500_58850.543_101527076_440_target|1090544720052024500_58850.543_101527076_440_ref|1090544720052024500_58850.543_101527076_440_diff|58850.543946235
10AYSEacg|||-7.852043039178563|0.0970798|20.323|SN|POSSIBLE|GALEXMSCJ095907.55-075112.1|i|NED|2020-01-02|||149.78070042158518|1095907360075107500|1095907360075107500_58850.551_101527884_355_target|1095907360075107500_58850.551_101527884_355_ref|1095907360075107500_58850.551_101527884_355_diff|58850.5514332768
10AYSEacy|||-5.910359616808775|0.101373|20.4061|ORPHAN|POSSIBLE||i||2020-01-02|||140.10757522366185|1092025830055437200|1092025830055437200_58850.544_101527237_387_target|1092025830055437200_58850.544_101527237_387_ref|1092025830055437200_58850.544_101527237_387_diff|58850.5448515356
10AYSEack|||-5.970440916287997|0.110586|20.4876|ORPHAN|POSSIBLE||i||2020-01-02|||140.16676612468638|1092040030055813400|1092040030055813400_58850.544_101527237_460_target|1092040030055813400_58850.544_101527237_460_ref|1092040030055813400_58850.544_101527237_460_diff|58850.5448515356
10AYSEacq|||-4.392892154819197|0.112148|20.0967|ORPHAN|POSSIBLE||i||2020-01-02|||155.03059821317555|1102007330042334200|1102007330042334200_58850.555_101528234_178_target|1102007330042334200_58850.555_101528234_178_ref|1102007330042334200_58850.555_101528234_178_diff|58850.5554518611
10AYSEace|||-4.136327468241879|0.134654|20.432|ORPHAN|POSSIBLE||i||2020-01-02|||154.51257013140793|1101803010040810800|1101803010040810800_58850.555_101528236_204_target|1101803010040810800_58850.555_101528236_204_ref|1101803010040810800_58850.555_101528236_204_diff|58850.5554518611
10AYSEaby|||-4.2568356229469915|0.147564|20.5199|ORPHAN|POSSIBLE||i||2020-01-02|||156.43187375534416|1102543640041524600|1102543640041524600_58850.555_101528247_256_target|1102543640041524600_58850.555_101528247_256_ref|1102543640041524600_58850.555_101528247_256_diff|58850.5554518611
10AYSEact|||-4.17329851339186|0.148828|20.4988|ORPHAN|POSSIBLE||i||2020-01-02|||154.0211603940653|1101605080041024000|1101605080041024000_58850.555_101528237_168_target|1101605080041024000_58850.555_101528237_168_ref|1101605080041024000_58850.555_101528237_168_diff|58850.5554518611
10AYSEabm|||0.6034236215241511|0.099655|20.2472|SN|POSSIBLE|GAMAJ090749.07+003614.5/123767|i|GLADE/SDSS|2020-01-02|||136.9525799561937|1090748621003612300|1090748621003612300_58850.544_101527112_426_target|1090748621003612300_58850.544_101527112_426_ref|1090748621003612300_58850.544_101527112_426_diff|58850.544403805
10AYSEabp|||0.5604909681408313|0.116275|20.269|ORPHAN|POSSIBLE||i||2020-01-02|||137.03530663450888|1090808481003337700|1090808481003337700_58850.544_101527112_459_target|1090808481003337700_58850.544_101527112_459_ref|1090808481003337700_58850.544_101527112_459_diff|58850.544403805
10AYSEacj||2685.399155|0.514440009562601|0.0945089|20.1739|SN|POSSIBLE|1237650796754371607|i|SDSS DR12 PhotoObjAll Table|2020-01-02|||140.38890008848503|1092133331003051900|1092133331003051900_58850.545_101527172_401_target|1092133331003051900_58850.545_101527172_401_ref|1092133331003051900_58850.545_101527172_401_diff|58850.5452868594
10AYSEacb||3456.206184|0.607528008413699|0.0852249|20.4295|SN|POSSIBLE|1237650796751357291|i|SDSS DR12 PhotoObjAll Table|2020-01-02|||133.59982510519623|1085423961003627200|1085423961003627200_58850.543_101526951_693_target|1085423961003627200_58850.543_101526951_693_ref|1085423961003627200_58850.543_101526951_693_diff|58850.5434933669
10AYSEacx|||0.5942752170433638|0.106666|20.3904|ORPHAN|POSSIBLE||i||2020-01-02|||133.6202470342477|1085428861003539400|1085428861003539400_58850.543_101526950_376_target|1085428861003539400_58850.543_101526950_376_ref|1085428861003539400_58850.543_101526950_376_diff|58850.5434933669
10AYSEacr||483.059|0.6181459323343026|0.0895103|20.4948|SN|POSSIBLE|GAMAJ085425.62+003729.3|i|GLADE|2020-01-02|0.104392102196||133.60970085787613|1085426321003705400|1085426321003705400_58850.543_101526951_661_target|1085426321003705400_58850.543_101526951_661_ref|1085426321003705400_58850.543_101526951_661_diff|58850.5434933669
10AYSEacd|||1.4827600139626302|0.100769|20.3665|ORPHAN|POSSIBLE||i||2020-01-02|||139.3413537244636|1091721911012857800|1091721911012857800_58850.545_101527190_302_target|1091721911012857800_58850.545_101527190_302_ref|1091721911012857800_58850.545_101527190_302_diff|58850.5452868594
10AYSEacf|||1.3682089977987668|0.0867588|20.1666|ORPHAN|POSSIBLE||i||2020-01-02|||139.51836285554845|1091804401012205400|1091804401012205400_58850.545_101527190_259_target|1091804401012205400_58850.545_101527190_259_ref|1091804401012205400_58850.545_101527190_259_diff|58850.5452868594
10AYSEabx|||13.143453407886163|0.127643|20.1172|ORPHAN|POSSIBLE||i||2020-01-02|||170.67656721422298|1112242371130836500|1112242371130836500_58850.610_101534700_149_target|1112242371130836500_58850.610_101534700_149_ref|1112242371130836500_58850.610_101534700_149_diff|58850.6106662452
10AYSEaae|PS19hcu|805.44978|-0.871312618582068|0.0194897|18.1834|SN|CONFIRMED|1237666299481162157|r|SDSS DR12 PhotoObjAll Table|2020-01-01|||48.667280315071785|1031440140005216700|1031440140005216700_58849.288_101445683_50_target|1031440140005216700_58849.288_101445683_50_ref|1031440140005216700_58849.288_101445683_50_diff|58872.2881224728
10AYSEaac|PS19gjm|172.214563|-0.6814063913091243|0.123745|20.7689|SN|CONFIRMED|1237660239777300705/12745/0324|r|SDSS/GLADE/2MASS/NED|2020-01-01|0.039046||51.17253577889605|1032441390004053100|1032441390004053100_58849.289_101445809_92_target|1032441390004053100_58849.289_101445809_92_ref|1032441390004053100_58849.289_101445809_92_diff|58872.2889930029
10AYSEaab|PS19guh|176.431|-4.429428949187932|0.197201|21.3871|SN|GOOD|1058308/03183380-0425450|g|GLADE/2MASS|2020-01-01|0.039473||49.64213533408972|1031834110042545900|1031834110042545900_58849.285_101445296_247_target|1031834110042545900_58849.285_101445296_247_ref|1031834110042545900_58849.285_101445296_247_diff|58849.2856271873
10AYSEaad|PS19jld|822.80329|1.648056865602693|0.134146|20.7102|SN|GOOD|1237651735745266251|i|SDSS DR12 PhotoObjAll Table|2020-01-01||2019zqa|153.30309170655462|1101312741013852900|1101312741013852900_58849.614_101483917_329_target|1101312741013852900_58849.614_101483917_329_ref|1101312741013852900_58849.614_101483917_329_diff|58849.6143299784
10AYSEaaj|PS19ijm||-5.281650348658143|0.240089|21.2576|ORPHAN|GOOD||i||2020-01-01|||54.8945942265858|1033934700051653800|1033934700051653800_58849.290_101446392_188_target|1033934700051653800_58849.290_101446392_188_ref|1033934700051653800_58849.290_101446392_188_diff|58869.2236796976
10AYSEaau|PS20hi||-3.194174891544713|0.099795|20.4646|ORPHAN|GOOD||g||2020-01-01|||55.52954433875868|1034207100031139000|1034207100031139000_58849.290_101446430_369_target|1034207100031139000_58849.290_101446430_369_ref|1034207100031139000_58849.290_101446430_369_diff|58872.2866834598
10AYSEaap|PS19jle|300.054513|9.335405078075354|0.083459|19.8705|NT|GOOD|1237658491744747692/SDSSJ12204|r|SDSS/NED/2MASS/GLADE|2020-01-01|0.066695||185.1907952975559|1122045791092007200|1122045791092007200_58849.657_101488398_92_target|1122045791092007200_58849.657_101488398_92_ref|1122045791092007200_58849.657_101488398_92_diff|58872.6067609395
10AYSEabj|||-3.7980404208638188|0.0856038|20.7731|ORPHAN|POSSIBLE||r||2020-01-01|||51.05592545719126|1032413420034752900|1032413420034752900_58849.289_101445755_118_target|1032413420034752900_58849.289_101445755_118_ref|1032413420034752900_58849.289_101445755_118_diff|58849.2891710917
10AYSEaav|||39.13740816764008|0.195619|20.795|ORPHAN|POSSIBLE||r||2020-01-01|||113.44878956679625|1073347711390814700|1073347711390814700_58849.501_101470649_280_target|1073347711390814700_58849.501_101470649_280_ref|1073347711390814700_58849.501_101470649_280_diff|58849.5012408621
10AYSEaaq|||39.077604286653454|0.173883|20.8317|ORPHAN|POSSIBLE||r||2020-01-01|||114.18764401122863|1073645041390439400|1073645041390439400_58849.501_101470647_350_target|1073645041390439400_58849.501_101470647_350_ref|1073645041390439400_58849.501_101470647_350_diff|58849.5012408621
10AYSEaba|||41.81922860485416|0.165019|20.4536|ORPHAN|POSSIBLE||r||2020-01-01|||117.82373907769265|1075117701414909200|1075117701414909200_58849.502_101470796_244_target|1075117701414909200_58849.502_101470796_244_ref|1075117701414909200_58849.502_101470796_244_diff|58849.5026431144
10AYSEaay|||41.846786101902566|0.0899833|19.7723|ORPHAN|POSSIBLE||r||2020-01-01|||117.42790779381858|1074942691415048500|1074942691415048500_58849.502_101470797_201_target|1074942691415048500_58849.502_101470797_201_ref|1074942691415048500_58849.502_101470797_201_diff|58849.5026431144
10AYSEabb|||41.80864740884559|0.142469|20.212|ORPHAN|POSSIBLE||r||2020-01-01|||121.04887694749206|1080411721414831100|1080411721414831100_58849.503_101471305_172_target|1080411721414831100_58849.503_101471305_172_ref|1080411721414831100_58849.503_101471305_172_diff|58849.503509622
10AYSEaax|||43.519321172328716|0.165864|20.015|ORPHAN|POSSIBLE||r||2020-01-01|||115.34045781060836|1074121711433109500|1074121711433109500_58849.502_101470829_90_target|1074121711433109500_58849.502_101470829_90_ref|1074121711433109500_58849.502_101470829_90_diff|58849.5026431144
10AYSEaao|||4.065602965025075|0.105776|20.5476|ORPHAN|POSSIBLE||i||2020-01-01|||152.2187851033482|1100852491040356100|1100852491040356100_58849.614_101483963_257_target|1100852491040356100_58849.614_101483963_257_ref|1100852491040356100_58849.614_101483963_257_diff|58849.6143299784
10AYSEaak|||6.707208300053542|0.121964|20.9463|ORPHAN|POSSIBLE||i||2020-01-01|||152.17480548042022|1100841951064226000|1100841951064226000_58849.614_101484008_389_target|1100841951064226000_58849.614_101484008_389_ref|1100841951064226000_58849.614_101484008_389_diff|58849.6147613186
10AYSEaan|||9.512136647598226|0.0465532|19.3478|ORPHAN|POSSIBLE||i||2020-01-01|||190.24347410630344|1124058421093043600|1124058421093043600_58849.657_101488614_169_target|1124058421093043600_58849.657_101488614_169_ref|1124058421093043600_58849.657_101488614_169_diff|58849.6577507016
10AYSEaaf||3596.137735|-0.7524601226433792|0.073732|20.4866|SN|POSSIBLE|SDSSJ032519.56-004458.4|r|NED|2020-01-01|0.609237||51.32425610145138|1032517820004509000|1032517820004509000_58849.289_101445808_207_target|1032517820004509000_58849.289_101445808_207_ref|1032517820004509000_58849.289_101445808_207_diff|58849.2896018294
10AYSEada||0.0912|38.9113574827675|0.292083|21.1193|SN|POSSIBLE|NGC2419|r|NED-D Galaxy Catalogue v13.1|2020-01-01|||114.58250105272657|1073819791385440900|1073819791385440900_58849.501_101470646_308_target|1073819791385440900_58849.501_101470646_308_ref|1073819791385440900_58849.501_101470646_308_diff|58849.5012408621
10AYSEaag||608.135|41.892046240837445|0.240876|20.8781|SN|POSSIBLE|2188771|r|The GLADE Catalogue v2.3|2020-01-01|0.129229864615||113.93161640087874|1073543591415331400|1073543591415331400_58849.501_101470712_245_target|1073543591415331400_58849.501_101470712_245_ref|1073543591415331400_58849.501_101470712_245_diff|58849.5016726819
10AYSEaah||2925.55588|6.210060674384453|0.0759536|20.3948|SN|POSSIBLE|1237658423550542693|i|SDSS DR12 PhotoObjAll Table|2020-01-01|||152.46499609985716|1100951591061236200|1100951591061236200_58849.614_101484002_400_target|1100951591061236200_58849.614_101484002_400_ref|1100951591061236200_58849.614_101484002_400_diff|58849.6147613186
9LYSEagx|PS19fwa||-3.0845819305210207|0.120352|19.9831|UNCLEAR|GOOD|S1Y6006217/1034356565003050461|i|GSC/PS1/GAIA|2019-12-31|||55.98570346777688|1034356560030504500|1034356560030504500_58846.303_101320437_151_target|1034356560030504500_58846.303_101320437_151_ref|1034356560030504500_58846.303_101320437_151_diff|58846.3033632892
9LYSEahd|PS19jcy||-11.886675354285464|0.22533|20.9441|ORPHAN|GOOD||i||2019-12-31||2019ziz|147.71473512210173|1095051530115312200|1095051530115312200_58847.554_101388362_358_target|1095051530115312200_58847.554_101388362_358_ref|1095051530115312200_58847.554_101388362_358_diff|58868.5219012546
9LYSEagw|PS19ivq||-10.17759068385215|0.139948|21.1286|UNCLEAR|GOOD|S542006112|r|GSC v2.3|2019-12-31|||144.63574310182452|1093832590101039500|1093832590101039500_58847.553_101388267_200_target|1093832590101039500_58847.553_101388267_200_ref|1093832590101039500_58847.553_101388267_200_diff|58872.4343256108
9LYSEahe|PS19jcz||-1.34084756645192|0.259529|21.3469|SN|GOOD|GALEXMSCJ031438.42-012028.6/S1|i|NED/GSC|2019-12-31||2019zja|48.660124623578156|1031438430012027000|1031438430012027000_58846.302_101320242_195_target|1031438430012027000_58846.302_101320242_195_ref|1031438430012027000_58846.302_101320242_195_diff|58869.222389497
9LYSEahf|PS19jda||0.970954466981439|0.254263|21.0706|ORPHAN|GOOD||i||2019-12-31||2019zjb|141.46353649393845|1092551231005815300|1092551231005815300_58847.543_101387154_294_target|1092551231005815300_58847.543_101387154_294_ref|1092551231005815300_58847.543_101387154_294_diff|58872.4300608038
9LYSEagv|PS19jbp|779.83|-4.012473428800972|0.264189|20.9472|SN|GOOD|3258674/GALEXASCJ101735.09-040|r|GLADE/NED|2019-12-31|0.1661||154.3956824423162|1101734960040044800|1101734960040044800_58847.547_101387601_160_target|1101734960040044800_58847.547_101387601_160_ref|1101734960040044800_58847.547_101387601_160_diff|58875.4728851604
9LYSEahb|PS19jdb|406.786044|-1.5369294103308455|0.18572|21.368|NT|GOOD|1237650371545792813|r|SDSS DR12 PhotoObjAll Table|2019-12-31||2019zjc|157.44360578384251|1102946460013212900|1102946460013212900_58847.548_101387733_210_target|1102946460013212900_58847.548_101387733_210_ref|1102946460013212900_58847.548_101387733_210_diff|58869.4823931698
9LYSEahy|PS20dw||-4.293990024456474|0.12015|20.7451|UNCLEAR|GOOD|S1S6000380/5183121658994509952|r|GSC/GAIA/PS1|2019-12-31||2019zsz|48.0798001746647|1031219150041738200|1031219150041738200_58849.285_101445307_78_target|1031219150041738200_58849.285_101445307_78_ref|1031219150041738200_58849.285_101445307_78_diff|58872.2876639397
9LYSEagy|PS19izo|2061.173004|-1.0080409550224516|0.258864|21.2627|SN|GOOD|1237666299481817604|i|SDSS DR12 PhotoObjAll Table|2019-12-31|||50.29589325756982|1032111010010029200|1032111010010029200_58846.302_101320270_212_target|1032111010010029200_58846.302_101320270_212_ref|1032111010010029200_58846.302_101320270_212_diff|58869.222389497
9LYSEaia|PS20jy|1872.438547|-3.107061656753681|0.230307|20.1222|NT|GOOD|1237650369397260932|r|SDSS DR12 PhotoObjAll Table|2019-12-31||2019aaax|154.99473664808698|1101958720030625300|1101958720030625300_58850.555_101528268_197_target|1101958720030625300_58850.555_101528268_197_ref|1101958720030625300_58850.555_101528268_197_diff|58875.4728851604
9LYSEagz||718.05785|13.316313654744146|0.257502|21.112|SN|POSSIBLE|1237661951322423431/2MASXJ1124|g|SDSS/NED/GLADE/2MASS|2019-12-31|0.15094||171.18857614925736|1112445251131858700|1112445251131858700_58844.646_101280455_147_target|1112445251131858700_58844.646_101280455_147_ref|1112445251131858700_58844.646_101280455_147_diff|58844.6469158279
9LYSEahs|||-11.523419308798108|0.0899146|20.1039|ORPHAN|POSSIBLE||r||2019-12-31|||144.60657619831198|1093825580113124100||||58847.553268319
9LYSEahp|||-5.332097703161809|0.228865|21.0646|ORPHAN|POSSIBLE||g||2019-12-31|||132.7567715068339|1085101630051955500||||58847.5417922858
9LYSEagg|PS19jcv||-5.566813991939699|0.0601374|19.3309|UNCLEAR|CONFIRMED|S5QI010820|i|GSC v2.3|2019-12-30|||135.95361632518632|1090348860053400500|1090348860053400500_58847.542_101387108_61_target|1090348860053400500_58847.542_101387108_61_ref|1090348860053400500_58847.542_101387108_61_diff|58872.4287528675
9LYSEagd|PS19jcw||-0.45909296675572214|0.00947421|15.9366|NT|CONFIRMED|SDSSJ124508.23-002732.4|r|GLADE|2019-12-30|||191.28389215897377|1124508130002732700|1124508130002732700_58847.656_101400270_2_target|1124508130002732700_58847.656_101400270_2_ref|1124508130002732700_58847.656_101400270_2_diff|58874.5899179807
9LYSEaga|PS19jcx|2599.840387|-0.699998973044466|0.131046|20.9162|SN|GOOD|1237654669202358718|r|SDSS DR12 PhotoObjAll Table|2019-12-30||2019ziy|158.260449288037|1103302520004159900|1103302520004159900_58847.548_101387769_357_target|1103302520004159900_58847.548_101387769_357_ref|1103302520004159900_58847.548_101387769_357_diff|58869.4823931698
9LYSEagk|PS19jcu|2933.116399|-2.8993529843444903|0.243706|21.6502|SN|GOOD|1237650369937081239|g|SDSS DR12 PhotoObjAll Table|2019-12-30||2019zix|161.73735094518997|1104656960025357700|1104656960025357700_58847.549_101387822_254_target|1104656960025357700_58847.549_101387822_254_ref|1104656960025357700_58847.549_101387822_254_diff|58871.5753031256
9LYSEagf|PS20dv|855.031905|8.45895103314487|0.185167|21.0042|SN|GOOD|1237661972797063486|i|SDSS DR12 PhotoObjAll Table|2019-12-30||2019zsy|187.0159284753467|1122803821082732200|1122803821082732200_58850.613_101534982_259_target|1122803821082732200_58850.613_101534982_259_ref|1122803821082732200_58850.613_101534982_259_diff|58874.577209542
9LYSEagb|||-4.451199011487772|0.0746485|19.0679|ORPHAN|POSSIBLE||g||2019-12-30|||136.91670916699798|1090740010042704300|1090740010042704300_58847.542_101387119_72_target|1090740010042704300_58847.542_101387119_72_ref|1090740010042704300_58847.542_101387119_72_diff|58847.5426773218
9LYSEafx||399.945|-1.5477153780617279|0.18001|20.2542|SN|POSSIBLE|1116054/1237671763712147680|z|GLADE/SDSS|2019-12-30|0.0874566437283||191.54370131931825|1124610480013251700|1124610480013251700_58847.656_101400258_326_target|1124610480013251700_58847.656_101400258_326_ref|1124610480013251700_58847.656_101400258_326_diff|58847.6569767143
9LYSEafz||516.117134|-1.308684554199743|0.17296|19.9156|SN|POSSIBLE|1237671764785955699|z|SDSS DR12 PhotoObjAll Table|2019-12-30|||190.81685049004017|1124316030011831100|1124316030011831100_58847.656_101400259_246_target|1124316030011831100_58847.656_101400259_246_ref|1124316030011831100_58847.656_101400259_246_diff|58847.6569767143
9LYSEafy||516.117134|-1.3086818595121232|0.17296|19.9156|SN|POSSIBLE|1237671764785955699|z|SDSS DR12 PhotoObjAll Table|2019-12-30|||190.8169225132906|1124316060011831100|1124316060011831100_58847.656_101400259_246_target|1124316060011831100_58847.656_101400259_246_ref|1124316060011831100_58847.656_101400259_246_diff|58847.6569767143
9LYSEagl|||-1.6811971159128554|0.22926|20.4278|ORPHAN|POSSIBLE||z||2019-12-30|||190.02995118413685|1124007190014052100|1124007190014052100_58847.656_101400255_328_target|1124007190014052100_58847.656_101400255_328_ref|1124007190014052100_58847.656_101400255_328_diff|58847.6569767143
9LYSEags|||-1.7066939410126218|0.244192|20.4602|ORPHAN|POSSIBLE||z||2019-12-30|||190.09920649534206|1124023810014223900|1124023810014223900_58847.656_101400255_366_target|1124023810014223900_58847.656_101400255_366_ref|1124023810014223900_58847.656_101400255_366_diff|58847.6569767143
9LYSEafv|PS19jbd|1419.06|-5.361981949410152|0.237735|21.0876|SN|GOOD|SDSSJ034054.27-052205.9|i|GLADE|2019-12-29|0.275943287972||55.23248772802109|1034055780052143000|1034055780052143000_58846.303_101320399_74_target|1034055780052143000_58846.303_101320399_74_ref|1034055780052143000_58846.303_101320399_74_diff|58869.2236796976
9LYSEafr|PS19ivq||-10.177578368543491|0.139948|21.1286|UNCLEAR|GOOD|S542006112/1093832555010103932|r|GSC/PS1|2019-12-27|||144.6357159314767|1093832560101039200|1093832560101039200_58844.572_101273107_230_target|1093832560101039200_58844.572_101273107_230_ref|1093832560101039200_58844.572_101273107_230_diff|58872.4343256108
9LYSEaff|PS19ixe||-4.865989067493155|0.19088|20.843|ORPHAN|GOOD||g||2019-12-27||2019ytx|161.30741888483223|1104513780045157500|1104513780045157500_58844.588_101274034_136_target|1104513780045157500_58844.588_101274034_136_ref|1104513780045157500_58844.588_101274034_136_diff|58871.5753031256
9LYSEafj|PS19ixg||-3.7504414213109456|0.0998898|20.6126|SN|GOOD|GALEXASCJ103449.32-034502.2/37|g|NED/GAIA/PS1/GSC|2019-12-27||2019ytz|158.70538144627443|1103449290034501600|1103449290034501600_58844.587_101273957_145_target|1103449290034501600_58844.587_101273957_145_ref|1103449290034501600_58844.587_101273957_145_diff|58871.5744233012
9LYSEafm|PS19ixr|608.135|-2.138911433211457|0.101072|19.9901|NT|GOOD|3283823/2MASSJ10411221-0208212|r|GLADE/NED/SDSS/2MASS|2019-12-27|0.1319|2019yuj|160.30109662110377|1104112260020820000|1104112260020820000_58844.588_101274564_44_target|1104112260020820000_58844.588_101274564_44_ref|1104112260020820000_58844.588_101274564_44_diff|58844.5887143534
9LYSEafi|PS19ixf||-4.8173525725385264|0.162544|21.0204|UNCLEAR|GOOD|S5FW003640|g|GSC v2.3|2019-12-27||2019yty|158.97360866292942|1103553650044902300|1103553650044902300_58844.587_101273925_281_target|1103553650044902300_58844.587_101273925_281_ref|1103553650044902300_58844.587_101273925_281_diff|58871.5744233012
9LYSEafg|PS19jct|1458.81|-1.6573739458369954|0.116131|20.4964|SN|GOOD|SDSSJ103534.66-013856.8|g|GLADE|2019-12-27|0.282636621318|2019ziw|158.8944187772359|1103534660013926500|1103534660013926500_58844.587_101273995_268_target|1103534660013926500_58844.587_101273995_268_ref|1103534660013926500_58844.587_101273995_268_diff|58871.5748541527
9LYSEafo|PS19jcr||-4.514870878060018|0.301912|20.7326|UNCLEAR|GOOD|S5FR009293/1102937944004305354|r|GSC/PS1|2019-12-27||2019ziu|157.40808943252793|1102937930043053500|1102937930043053500_58844.587_101273935_226_target|1102937930043053500_58844.587_101273935_226_ref|1102937930043053500_58844.587_101273935_226_diff|58875.4737494147
9LYSEafh|PS19jcs|1122.02|-3.3909119614749326|0.174608|19.3754|NT|GOOD|3260077/1237650803197739162/LC|r|GLADE/SDSS/NED/2MASS|2019-12-27|0.231736|2019ziv|160.5438866781988|1104210530032327200|1104210530032327200_58844.588_101274061_85_target|1104210530032327200_58844.588_101274061_85_ref|1104210530032327200_58844.588_101274061_85_diff|58875.4746131728
9LYSEafp|||-9.953503657472545|0.173608|20.2197|UNCLEAR|POSSIBLE|S542007743/5740525508262003456|i|GSC/GAIA/PS1|2019-12-27|||144.68390946321756|1093844130095712500|1093844130095712500_58844.572_101273110_32_target|1093844130095712500_58844.572_101273110_32_ref|1093844130095712500_58844.572_101273110_32_diff|58868.5210337206
9LYSEadv|PS19jac|573.278|-4.2818923085471265|0.218807|21.1083|SN|CONFIRMED|1060414/10512196-0416555|r|GLADE/2MASS|2019-12-24|0.122382||162.8401159407253|1105121630041654900|1105121630041654900_58844.588_101274045_131_target|1105121630041654900_58844.588_101274045_131_ref|1105121630041654900_58844.588_101274045_131_diff|58869.4828284634
9LYSEadl|PS19iwa||-11.938105552242074|0.195173|21.9618|ORPHAN|GOOD||r||2019-12-24|||145.5467120649317|1094211210115617000|1094211210115617000_58844.572_101273078_284_target|1094211210115617000_58844.572_101273078_284_ref|1094211210115617000_58844.572_101273078_284_diff|58872.4343256108
9LYSEaek|PS19jcm||-11.498146871703014|0.174211|21.237|UNCLEAR|GOOD|S4Y8002101/5739871981743036928|r|GSC/GAIA/PS1|2019-12-24||2019zip|143.4257492704366|1093342180112953200|1093342180112953200_58841.563_101254102_256_target|1093342180112953200_58841.563_101254102_256_ref|1093342180112953200_58841.563_101254102_256_diff|58872.4343256108
9LYSEadz|PS19jcn||-5.702958572751832|0.134888|20.5042|SN|GOOD|GALEXASCJ085127.79-054209.9/57|i|NED/GAIA/PS1/GSC|2019-12-24||2019ziq|132.86585450005407|1085127810054210500|1085127810054210500_58841.569_101254765_287_target|1085127810054210500_58841.569_101254765_287_ref|1085127810054210500_58841.569_101254765_287_diff|58872.4278828477
9LYSEaev|PS19ixl||-8.559574024845315|0.129197|20.7441|UNCLEAR|GOOD|S549005779/1094002638008333452|r|GSC/PS1|2019-12-24||2019yue|145.01099640192356|1094002640083334500|1094002640083334500_58844.570_101272810_330_target|1094002640083334500_58844.570_101272810_330_ref|1094002640083334500_58844.570_101272810_330_diff|58872.4347606464
9LYSEaei|PS19hax|241.148|-6.329674049397437|0.0814295|20.1326|SN|GOOD|1034084/08530641-0619513|i|GLADE/2MASS|2019-12-24|0.0542258071129||133.2780095538462|1085306710061946600|1085306710061946600_58841.569_101254756_428_target|1085306710061946600_58841.569_101254756_428_ref|1085306710061946600_58841.569_101254756_428_diff|58872.4278828477
9LYSEaep|PS19ixk||-5.370483959790649|0.153403|20.4231|UNCLEAR|GOOD|S52U005457/3779026824785607424|i|GSC/GAIA/PS1|2019-12-24||2019yud|154.47089522024248|1101753000052213800|1101753000052213800_58844.586_101273813_87_target|1101753000052213800_58844.586_101273813_87_ref|1101753000052213800_58844.586_101273813_87_diff|58850.5554518611
9LYSEadt|PS19jco||-6.3818787601464235|0.302971|20.9258|ORPHAN|GOOD||r||2019-12-24||2019zir|136.8843896802003|1090732250062254800|1090732250062254800_58841.570_101254861_230_target|1090732250062254800_58841.570_101254861_230_ref|1090732250062254800_58841.570_101254861_230_diff|58868.5135519326
9LYSEaeq|PS19jck||-4.301198086739212|0.224398|20.19|UNCLEAR|GOOD|S5FQ002219/1103011587004180403|r|GSC/PS1|2019-12-24||2019zio|157.54827963716318|1103011580041804300|1103011580041804300_58841.623_101261376_285_target|1103011580041804300_58841.623_101261376_285_ref|1103011580041804300_58841.623_101261376_285_diff|58875.4737494147
9LYSEaez|PS19ixn||-4.122199389914122|0.136246|20.1022|SN|GOOD|GALEXASCJ103608.64-040720.0/S5|r|NED/GSC/GAIA/PS1|2019-12-24||2019yug|159.03609512450538|1103608660040719900|1103608660040719900_58844.587_101273939_178_target|1103608660040719900_58844.587_101273939_178_ref|1103608660040719900_58844.587_101273939_178_diff|58869.4819609555
9LYSEafb|PS19ixo||-4.154777680404035|0.242936|21.1604|ORPHAN|GOOD||g||2019-12-24||2019yuh|162.684431766062|1105044260040917100|1105044260040917100_58841.624_101261480_278_target|1105044260040917100_58841.624_101261480_278_ref|1105044260040917100_58841.624_101261480_278_diff|58871.5753031256
